id,yisi
0,0.7754172415079388
1,0.7691174457095536
2,0.7886953640874407
3,0.6914378533451485
4,0.88041601714381
5,0.847257188139447
6,0.9059963108239439
7,0.7539189252389287
8,0.8336239221823566
9,0.7277139578682085
10,0.9235676419008083
11,0.7623714359257785
12,0.7797070813250929
13,0.707003823604389
14,0.9999988794276554
15,0.9174798129290921
16,0.7462861059307757
17,0.959170546586531
18,0.8129037869979538
19,0.8928129893723963
20,0.7249941839786987
21,0.9080946215966728
22,0.8295889518548394
23,0.9348002856265984
24,0.9401836793354492
25,0.9201009835817466
26,0.8776300231173203
27,0.839990375199167
28,0.7701096590708181
29,0.7897253820305179
30,0.8842707417383986
31,0.832114621406889
32,0.8758780506161551
33,0.839953409312897
34,0.7982854300353667
35,0.7843247728386572
36,0.9255787246652238
37,0.8954187653646192
38,0.7715488339969409
39,0.7152601875994985
40,0.6784357250937989
41,0.8430960141058368
42,0.7565002018331413
43,0.7907207164906331
44,0.7724977026261741
45,0.7891578800945525
46,0.801176524474239
47,0.8140395841211807
48,0.7561790497811278
49,0.8613164513357211
50,0.6023539599314899
51,0.7448085393140067
52,0.8074148202082617
53,0.7495193935647757
54,0.8220516093229504
55,0.8425597576029623
56,0.9081520106144413
57,0.8816931763669111
58,0.8064794520602198
59,0.8086769896563233
60,0.8405104672348852
61,0.8853224926761447
62,0.8300744235573944
63,0.8047694728336398
64,0.8682272990066968
65,0.7037686138190504
66,0.6581395442122592
67,0.848497964278805
68,0.8084941463509112
69,0.7981949200787384
70,0.7257505559467748
71,0.7291388694841715
72,0.8374410156715936
73,0.7891973122921532
74,0.8050634002567502
75,0.8735408577270447
76,0.7297756233378195
77,0.8223970433605827
78,0.9435629049621816
79,0.9672700062377451
80,0.8685461035572802
81,0.794927831406357
82,0.8805383451411564
83,0.875110552530766
84,0.8505395369521589
85,0.9181893397089346
86,0.8233463766862484
87,0.814479296877165
88,0.8663768288684204
89,0.8517868719039606
90,0.7887549686763671
91,0.905274128542776
92,0.8848334293445838
93,0.871726003819424
94,0.7498391178546691
95,0.8465055701831073
96,0.8130043483852407
97,0.7839081778765166
98,0.8633620750174196
99,0.835529351208071
100,0.8666866646398401
101,0.605264701055367
102,0.6497796303307045
103,0.7609213166682649
104,0.8185948919127664
105,0.7990282375766764
106,0.9111882391306584
107,0.6944818769116254
108,0.6494266575844342
109,0.930461191621295
110,0.7645765994096893
111,0.7866571274021644
112,0.8848556808422137
113,0.835312977493045
114,0.8762905385910756
115,0.7634924345146697
116,0.8230822263599399
117,0.7569916966996704
118,0.7736778303551419
119,0.8864992110233089
120,0.8191482150144836
121,0.7942382377143526
122,0.8903555151515633
123,0.776404767785126
124,0.8838240501469689
125,0.7740757066571219
126,0.8937165831041882
127,0.8123879614258724
128,0.8501037285967671
129,0.8992452234687106
130,0.8920045722308406
131,0.916418369571895
132,0.6069649975704124
133,0.8151570012537604
134,0.732248527741565
135,0.8390351838501936
136,0.8821622839972127
137,0.8089684040604502
138,0.6606681327263162
139,0.7756666595246476
140,0.9215634257060192
141,0.897198646038437
142,0.9043868592713361
143,0.8372083147590803
144,0.6561697833959431
145,0.8795275865677722
146,0.8545336296153018
147,0.8863377325383796
148,0.8931103311554706
149,0.7872892970237638
150,0.7955132171237741
151,0.8698248368494842
152,0.7891598308135327
153,0.8508848078726641
154,0.7000136506105431
155,0.8434385844241559
156,0.7662246492858116
157,0.8415166776045087
158,0.7371109208302916
159,0.8483498988050873
160,0.781929520275594
161,0.7881424120230192
162,0.8277139267371831
163,0.8321747433350262
164,0.8398979111848426
165,0.869328403780965
166,0.8977322278352741
167,0.8939086712369647
