id,yisi
0,0.8403572910784137
1,0.8679700744933934
2,0.8560860145631568
3,0.7207623281642879
4,0.57325447016387
5,0.8399213598980457
6,0.7424735070364
7,0.7872716892422356
8,0.7837788505960929
9,0.7873459053066652
10,0.7115677764163834
11,0.8246761939071102
12,0.9662754542332943
13,0.8670123084736409
14,0.8811073887505331
15,0.8501137471152996
16,0.7864915141714263
17,0.8434011332429096
18,0.7479538730123213
19,0.7047783148304425
20,0.6719081877889348
21,0.9999936102187671
22,0.9010306538069908
23,0.7424165308913888
24,0.8439270402740695
25,0.7974652969939627
26,0.6753856897827144
27,0.7838767406286261
28,0.7762739877667498
29,0.6855037973299952
30,0.8099427158464019
31,0.8356642270107774
32,0.7538884315102955
33,0.6723022850372807
34,0.78127095707119
35,0.7351994900630107
36,0.7839650740718261
37,0.7168533710506275
38,0.8537674809416158
39,0.8172317144637845
40,0.779093083129965
41,0.8227076409544184
42,0.9294322310552225
43,0.8661290446763852
44,0.8560860145631568
45,0.7068416313598259
46,0.7398191585417608
47,0.9999934790817765
48,0.7115457405221464
49,0.6674545932177405
50,0.8643356271305233
51,0.7944500895609389
52,0.791525722660293
53,0.7555651928933825
54,0.6131221105560092
55,0.9999969720473718
56,0.7555651928933825
57,0.9149239186170618
58,0.9700326649651895
59,0.9999768712361554
60,0.8022123543559972
61,0.7801916506227223
62,0.8952814095175351
63,0.862340726175949
64,0.9270836715208957
65,0.6452102698765241
66,0.7553753150796393
67,0.9140507272207483
68,0.6705865279977627
69,0.8196586254524441
70,0.8572534719811731
71,0.7922570049076532
72,0.7579997727164649
73,0.8264842151323578
74,0.7616357050068043
75,0.9089945133616837
76,0.6910050670252744
77,0.8830573075243876
78,0.8640744304716425
79,0.845338584150839
80,0.9256358336112548
81,0.810981351931871
82,0.8123774354648724
83,0.8513596874594724
84,0.9127213640799192
85,0.5868192929565164
86,0.7976491889099429
87,0.7535336708524476
88,0.6126484157172751
89,0.7866746316821358
90,0.7535336708524476
91,0.774308688378368
92,0.9999992012943897
93,0.7756198012875979
94,0.7101304567756207
95,0.9722405611690719
96,0.9000619056361286
97,0.8935933622378601
98,0.8578533739530412
99,0.6724289295890918
100,0.8387080002393917
101,0.7843806655879139
102,0.8883115858274626
103,0.9196071600441551
104,0.9672473194186738
105,0.8106474275050468
106,0.896399584633139
107,0.8575357199053529
108,0.900122809176699
109,0.8483416680373058
110,0.8492372149843536
111,0.869734601784439
112,0.7660454232288619
113,0.8832474852594924
114,0.9999963521425131
115,0.9579295868169546
116,0.796518777910894
117,0.7965121694269843
118,0.8581196307120845
119,0.6775033787709361
120,0.7683875006147298
121,0.7844173564196782
122,0.7124607134953431
123,0.7049716461354214
124,0.8576061881763144
125,0.7504569523147974
126,0.8909180255869802
127,0.8243442866306715
128,0.7953460949233958
129,0.8433521992260689
130,0.7884013763097582
131,0.8129552140978478
132,0.7225436045098529
133,0.712220270885542
134,0.6861811050961908
135,0.7975355708992259
136,0.7524211709695481
137,0.8933746646312272
138,0.6815849375586797
139,0.8449842728473114
140,0.9016880725604118
141,0.9309083446767143
142,0.7219882610269056
143,0.8121859149090143
144,0.8078978644052204
145,0.7366488348039388
146,0.6209122992789744
147,0.7868618607084176
148,0.7860516780008032
149,0.6643604009993034
150,0.8326984310924304
151,0.8784893486142872
152,0.7868618607084176
153,0.8741465587307805
154,0.884833728913122
155,0.8605619801971326
156,0.6531512962841183
157,0.9980388688683691
158,0.954087451253391
159,0.9183059954916911
160,0.9499571485838663
161,0.7488480398292667
162,0.9617704506260868
163,0.8216810969287857
164,0.875282956200975
165,0.9113869705967385
166,0.8241224909413736
167,0.7543623974813135
168,0.9132302733139338
169,0.9474570330111243
170,0.999475386519567
171,0.7332914245922809
172,0.9439902991150683
173,0.8038150753006877
174,0.8907753359413395
175,0.5795390209027577
176,0.7024021874156695
177,0.6807673487023506
178,0.7984052485005316
179,0.8207954365868825
180,0.7500095698353292
181,0.7392571044558026
182,0.6932883803864816
183,0.854270586939501
184,0.7822108293620554
185,0.7451183852356315
186,0.8238520840327629
187,0.9028258330472456
188,0.7608228294277277
189,0.6845849516514019
190,0.6821155897252538
191,0.7734163455290847
192,0.7142835942002131
193,0.8665350236182394
194,0.7973131903345596
195,0.6537443421276468
196,0.8123034236022709
197,0.6342420861884392
198,0.7804637318354757
199,0.6848056693364524
200,0.6805133646779857
201,0.9074570683742812
202,0.6097128008044638
203,0.6522146561068809
204,0.6689821528795229
205,0.8056906154184208
206,0.9551270627661658
207,0.7793508763418123
208,0.924400951131911
209,0.834443962543342
210,0.9609420429224591
211,0.879869409793556
212,0.6543918665539081
213,0.8836130336374731
214,0.7929135538086223
215,0.8356875378170204
216,0.854313673573146
217,0.9709531612100758
218,0.7837773329944331
219,0.8729611120948104
220,0.7178596215392323
221,0.8115246480090826
222,0.9998813662505195
223,0.762535303943755
224,0.8099667857747564
225,0.7722672079045894
226,0.691212494445708
227,0.8445566028750139
228,0.7909352852409548
229,0.6863542535058159
230,0.8816405943927257
231,0.9999663665351866
232,0.852609898472802
233,0.7515654107381868
234,0.9039339164637273
235,0.8234687886450158
236,0.8575906334385613
237,0.9645822175299787
238,0.6567432979844788
239,0.7693211873275033
240,0.7130290986931106
241,0.6122905055633678
242,0.5112226706522379
243,0.8681627848171848
244,0.735183617307595
245,0.8257948853978951
246,0.898680824074175
247,0.7435041999968934
248,0.7457036851140264
249,0.697282654896772
250,0.7089144787940515
251,0.6342447604594177
252,0.869410691783243
253,0.8871658900324906
254,0.8202677427963407
255,0.8717165268355328
256,0.9171634742339496
257,0.8423109826405533
258,0.8786657731965349
259,0.724909716400354
260,0.8446896591479512
261,0.648668252025333
262,0.8117349351250412
263,0.8971569006118565
264,0.6472220263748869
265,0.8550489847559547
266,0.6997415938384547
267,0.8101890572739227
268,0.8650477285631314
269,0.8552458340345473
270,0.6868570450825199
271,0.8328383343240374
272,0.537049112871841
273,0.6267453635894508
274,0.8566175747028671
